duration,daily_price,cleaning_fee,service_fee,bath,bed,cleanliness,accuracy,check-in,communication,location,value,overall_rating,num_review,num_years,daily_original_price,Bundle,Weekend,Holiday,room_id,start_date,status,state,scrape_date,Total State Tax,check-in date,check-out date,daily_discount_rate,booked,week,weekly_occupancy_rate,weekly_revenue
7.0,27.2857142857143,164.0,212.0,2.0,1.0,4.7158279695728496,4.796869514335869,4.865857226448214,4.836366296079578,4.789087185488589,4.653101228788766,4.72217671152721,15.5,8.477777777777778,27.2857142857143,1.0,1.0,1.0,6569449,2024-10-18,available,District of Columbia,2024-06-27,14.95%,2024-10-18,2024-10-25,1.0,1,42,1.0,191.00000000000009
7.0,27.2857142857143,164.0,212.0,2.0,1.0,4.7158279695728496,4.796869514335869,4.865857226448214,4.836366296079578,4.789087185488589,4.653101228788766,4.72217671152721,15.5,8.477777777777778,27.2857142857143,1.0,1.0,1.0,6569449,2024-10-19,available,District of Columbia,2024-06-27,14.95%,2024-10-19,2024-10-26,1.0,1,42,1.0,191.00000000000009
7.0,29.1428571428571,164.0,225.0,2.0,1.0,4.7158279695728496,4.796869514335869,4.865857226448214,4.836366296079578,4.789087185488589,4.653101228788766,4.72217671152721,15.5,8.5,29.1428571428571,1.0,1.0,1.0,6569449,2024-10-19,available,District of Columbia,2024-06-28,14.95%,2024-10-19,2024-10-26,1.0,1,42,1.0,203.9999999999997
7.0,27.4285714285714,164.0,213.0,2.0,1.0,4.7158279695728496,4.796869514335869,4.865857226448214,4.836366296079578,4.789087185488589,4.653101228788766,4.72217671152721,15.5,8.477777777777778,27.4285714285714,1.0,1.0,1.0,6569449,2024-10-20,available,District of Columbia,2024-06-27,14.95%,2024-10-20,2024-10-27,1.0,1,42,1.0,191.9999999999998
7.0,30.1428571428571,164.0,231.0,2.0,1.0,4.7158279695728496,4.796869514335869,4.865857226448214,4.836366296079578,4.789087185488589,4.653101228788766,4.72217671152721,15.5,8.5,30.1428571428571,1.0,1.0,1.0,6569449,2024-10-20,available,District of Columbia,2024-06-28,14.95%,2024-10-20,2024-10-27,1.0,1,42,1.0,210.9999999999997
7.0,27.4285714285714,164.0,213.0,2.0,1.0,4.7158279695728496,4.796869514335869,4.865857226448214,4.836366296079578,4.789087185488589,4.653101228788766,4.72217671152721,15.5,8.477777777777778,27.4285714285714,1.0,1.0,1.0,6569449,2024-10-21,available,District of Columbia,2024-06-27,14.95%,2024-10-21,2024-10-28,1.0,1,43,1.0,191.9999999999998
7.0,30.1428571428571,164.0,231.0,2.0,1.0,4.7158279695728496,4.796869514335869,4.865857226448214,4.836366296079578,4.789087185488589,4.653101228788766,4.72217671152721,15.5,8.5,30.1428571428571,1.0,1.0,1.0,6569449,2024-10-21,available,District of Columbia,2024-06-28,14.95%,2024-10-21,2024-10-28,1.0,1,43,1.0,210.9999999999997
7.0,30.1428571428571,164.0,231.0,2.0,1.0,4.7158279695728496,4.796869514335869,4.865857226448214,4.836366296079578,4.789087185488589,4.653101228788766,4.72217671152721,15.5,8.5,30.1428571428571,1.0,1.0,1.0,6569449,2024-10-22,available,District of Columbia,2024-06-28,14.95%,2024-10-22,2024-10-29,1.0,1,43,1.0,210.9999999999997
7.0,30.0,164.0,230.0,2.0,1.0,4.7158279695728496,4.796869514335869,4.865857226448214,4.836366296079578,4.789087185488589,4.653101228788766,4.72217671152721,15.5,8.5,30.0,1.0,1.0,1.0,6569449,2024-10-24,available,District of Columbia,2024-06-28,14.95%,2024-10-24,2024-10-31,1.0,1,43,1.0,210.0
7.0,28.8571428571429,164.0,223.0,2.0,1.0,4.7158279695728496,4.796869514335869,4.865857226448214,4.836366296079578,4.789087185488589,4.653101228788766,4.72217671152721,15.5,8.5,28.8571428571429,1.0,1.0,1.0,6569449,2024-10-25,available,District of Columbia,2024-06-28,14.95%,2024-10-25,2024-11-01,1.0,1,43,1.0,202.0000000000003
7.0,27.8571428571429,164.0,216.0,2.0,1.0,4.7158279695728496,4.796869514335869,4.865857226448214,4.836366296079578,4.789087185488589,4.653101228788766,4.72217671152721,15.5,8.5,27.8571428571429,1.0,1.0,1.0,6569449,2024-10-26,available,District of Columbia,2024-06-28,14.95%,2024-10-26,2024-11-02,1.0,1,43,1.0,195.0000000000003
7.0,27.0,164.0,209.0,2.0,1.0,4.7158279695728496,4.796869514335869,4.865857226448214,4.836366296079578,4.789087185488589,4.653101228788766,4.72217671152721,15.5,8.5,27.0,1.0,1.0,1.0,6569449,2024-10-27,available,District of Columbia,2024-06-28,14.95%,2024-10-27,2024-11-03,1.0,1,43,1.0,189.0
